,id,mention,cui,start_index,end_index,sentence,uniq_cui
5823,6299,gezicht,['C0015450'],23,30,"Een tronie (letterlijk gezicht) is een portret van een type (bijvoorbeeld een dronkaard, een boer of een oude vrouw) of een gekostumeerd model (bijvoorbeeld als soldaat of oosterling).",C0015450
5824,6300,getraumatiseerd,['C3203533'],71,86,"Hij verklaart dat ze Aaron alleen bang hebben gemaakt, maar dat die er getraumatiseerd van raakte en dat hij hem sinds die dag niet meer heeft gezien.",C3203533
5825,6301,polymeren,['C0032521'],54,63,"nam hij actief deel aan de ontwikkeling van chemische polymeren, bekend als bodemstabilisatoren voor een betere bodemstructuur.",C0032521
5826,6302,fenotypische,['C0031437'],82,94,In de eerste jaren wordt de ontwikkeling van een beplanting sterk bepaald door de fenotypische kwaliteit en de conditie van het plantmateriaal.,C0031437
5827,6303,trauma's,['C3203533'],71,79,"Dit is een veel vertaald klassiek werk geworden over de overdracht van trauma's tussen generaties (transgenerationeel trauma), dat zowel gebruikt wordt in psychologiecolleges als in studies van de Holocaust.",C3203533
5828,6304,terminale,['C0679247'],52,61,"Het bestrijdt dan onrust, misselijkheid en pijn bij terminale patiënten.",C0679247
5829,6305,isopropanol,['C0022237'],45,56,"Deze verbinding ontstaat in de nitrering van isopropanol met salpeterzuur of, bij voorkeur, nitreerzuur. ",C0022237
5830,6306,coronavirus,"['C5203670', 'CL1381981']",183,194,"De rittenkoers zou aanvankelijk zeven dagen duren, maar na de vijfde etappe werd bekend dat twee Italiaanse stafleden van één van de deelnemende ploegen positief hadden getest op het coronavirus, waarna werd besloten de overige twee ritten af te gelasten.",C5203670
5831,6307,transgender,['C0040630'],40,51,"Van Durme (Gent, 1948) is een Belgische transgender actrice en scenarioschrijfster.",C0040630
5832,6308,doven,"['C0011053', 'C0018772', 'C0339789', 'C1384666', 'C3887873']",190,195,"De Italiaanse Gebarentaal (Italiaans: ""Lingua dei Segni Italiana"", ""LIS"") is een gebarentaal die in Italië, San Marino en Zwitserland wordt gebruikt in de communicatie onder Italiaanstalige doven en tussen doven en horenden.",C0011053
5833,6309,Humans,['C0086418'],70,76,"Er zijn drie verschillende facties speelbaar in Grey Goo, dit zijn de Humans, Beta en de Goo.",C0086418
5834,6310,1-butanol,['C0089147'],51,60,Het wordt gevormd door de reactie van melkzuur met 1-butanol.,C0089147
5835,6311,ziekte van Lyme,"['C0024198', 'C0752235']",52,67,"Op 13 oktober 2014 maakte hij bekend dat bij hem de ziekte van Lyme was vastgesteld, wat zijn matige uitslagen bij de profs zou verklaren.",C0024198
5836,6312,symptomen,['C1457887'],95,104,"Bij sommige mutaties wordt er nog een kleine hoeveelheid van het enzym aangemaakt, waardoor de symptomen milder zijn.",C1457887
5837,6313,vloeibaar water,['C0043047'],55,70,Deze organismen kunnen alleen leven in de omgeving van vloeibaar water.,C0043047
5838,6314,selenium,['C0036581'],118,126,Ook zijn in de melk aangemerkte stoffen vitamine E en ijzer hoger en is er een lager gehalte van de stoffen jodium en selenium.,C0036581
5839,6315,allergische aandoeningen,['C1690571'],103,127,"In het algemeen geldt calciumlactaat als ongevaarlijk en onschadelijk, met uitzondering van mensen met allergische aandoeningen.",C1690571
5840,6316,narcistische,['C0027401'],137,149,"Volgens Le Foulon, die minutieus onderzoek heeft gedaan in de Franse, Amerikaanse en Britse archieven, had Mary Lindell een pathologisch narcistische persoonlijkheid die haar mythomanie voedde.",C0027401
5841,6317,neuropathische,"['C0031117', 'C0442874', 'C1335029']",140,154,"Abdominale intercostale neuralgie (Engels: ""abdominal cutaneous nerve entrapment syndrome"", ACNES) is een vaak ernstige, maar ongevaarlijke neuropathische vorm van buikpijn of eigenlijk buik""wand""pijn, die ontstaat door beknelling van de eindtakjes van zenuwen die door de buikspieren heen naar de huid gaan.",C0031117
5842,6318,dementerende,"['C0154319', 'C0497327']",117,129,"""Mia Medina"" maakt in het kader van haar afstudeerproject samen met technici ""Gavin"" en ""Luis"" een documentaire over dementerende patiënten.",C0154319
5843,6319,scrofulose,"['C0041316', 'C0242830']",31,41,"Gewrichtsziekten, huidziekten, scrofulose en tuberculose kwamen eveneens voor.",C0041316
5844,6320,pyromaan,['C0016142'],109,117,"Zijn eerste grote rol kreeg hij in de Deense politieserie ""Rejseholdet (Unit One)"", waarin hij een gestoorde pyromaan speelt.",C0016142
5845,6321,antibiotica,['C0003232'],68,79,De aanwezige micro-organismen vertoonden een hogere weerstand tegen antibiotica na blootstelling aan microzwaartekracht.,C0003232
5846,6322,balzak,['C0036471'],70,76,"Een hydrocele, waterbreuk of hydrokèle is een goedaardig gezwel in de balzak.",C0036471
5847,6323,CO,['C0007012'],134,136,"Om zich te vergewissen van een veilige werkomgeving, testte de bemanning de atmosfeer in ""Saljoet 7"" op de aanwezigheid van ammoniak, CO, CO en enige andere gassen.",C0007012
5848,6324,CO,['C0007018'],134,136,"Om zich te vergewissen van een veilige werkomgeving, testte de bemanning de atmosfeer in ""Saljoet 7"" op de aanwezigheid van ammoniak, CO, CO en enige andere gassen.",C0007018
5849,6325,lancetram,['C0392220'],117,126,"Het kerkschip bezit aan de zijwanden elke twee en aan de rugzijde drie licht spitsboog-maaswerkvensters met elk twee lancetram zespas, verder elk een kleine roosvenster met een zespas aan de zijwand naast het orgel.",C0392220
5850,6326,koolmonoxide,['C0007018'],13,25,"Daarvan zijn koolmonoxide, teer en nicotine de belangrijkste.",C0007018
5851,6327,Furosemide,['C0016860'],72,82,De doelman had gebruik gemaakt van het op de dopinglijst staande middel Furosemide.,C0016860
5852,6328,COVID-19,"['C5203670', 'CL1381981']",29,37,"Vanwege reisbeperkingen door COVID-19 kon de zangeres niet naar Nederland afreizen, waardoor haar nummer tijdens het Songfestival in de zaal werd getoond middels een vooropgenomen optreden in Sydney.",C5203670
5853,6329,CO,['C0007012'],63,65,"De samenstelling van de atmosfeer werd ingeschat op 93 tot 97% CO, aangevuld met sporen van stikstof, zuurstof en inerte gassen.",C0007012
5854,6330,CO2,['C0007012'],61,64,"Sinds 2011 reist ze niet meer per vliegtuig, vanwege de hoge CO2-uitstoot, ondanks het feit dat haar carrière op dat moment een hoge vlucht had genomen en ze jaarlijks tot veertig vluchten maakte.",C0007012
5855,6331,COVID-19,"['C5203670', 'CL1381981']",64,72,De attractie opende niet in het seizoen van 2020 omwille van de COVID-19-pandemie.,C5203670
5856,6332,ziekenhuizen,['C0019994'],180,192,"Om de titel Doctor of Medicine te behalen studeren zij eerst twintig maanden op de universiteit om vervolgens twee jaar verder te studeren aan voornamelijk Amerikaanse of Canadese ziekenhuizen, waar de universiteit een partnerrelatie mee onderhoudt.",C0019994
5857,6333,atherosclerose,['C0004153'],100,114,"Pathologische verstijving van de slagaderen wordt ""arteriosclerose"" genoemd (niet te verwarren met ""atherosclerose"".)",C0004153
5858,6334,tbc,['C0041296'],68,71,Vlak na de Tweede Wereldoorlog kuurde hij in Zwitserland om van een tbc-infectie te herstellen.,C0041296
5859,6335,TBC,['C0041296'],94,97,"Luttele uren voor lancering kreeg hij last van een, naar het zich liet aanzien, longinfectie (TBC).",C0041296
5860,6336,heelkunde,['C0038894'],67,76,In het begin van de 14de eeuw schreef Jan Yperman twee werken over heelkunde en interne geneeskunde.,C0038894
5861,6337,springersknie,['C0158317'],97,110,"In 2010 kwam zij nauwelijks in actie, omdat zij lange tijd werd gehinderd door een knieblessure (springersknie).",C0158317
5862,6338,ADHD,"['C0041671', 'C1263846']",128,132,"Hij beschreef als eerste een vorm van juveniele idiopathische artritis, en een vorm van hartruis, maar was tevens de eerste die ADHD (Attention-Deficit Hyperactivity Disorder) beschreef.",C0041671
5863,6339,codons of tripletten,['C0009221'],193,213,"Mutaties die de structuur van een DNA-sequentie veranderen (de volgorde van de nucleobasen in het DNA), kunnen worden onderverdeeld in ""puntmutaties"" (kleinschalige mutaties, op het niveau van codons of tripletten), ""segmentmutaties"" (op het niveau van chromosomen). ""Ploïdiemutaties"" zijn grootschalige mutaties op het niveau van het genoom.",C0009221
5864,6340,hallucineren,"['C0018524', 'C0235153']",54,66,Anatool en Smosbol beginnen een uurtje later volop te hallucineren door de werkzame bestanddelen van de in het dessert verwerkte paddenstoelen.,C0018524
5865,6341,arsenicum,['C0003818'],131,140,"Hij leefde in een erbarmelijke armoe, liefdadigheid wees hij af en uiteindelijk benam hij zich op een zolderkamertje het leven met arsenicum, nog geen achttien jaar oud.",C0003818
5866,6342,hersenbeschadiging,['C0947951'],80,98,"Lynggaard had destijds haar broer ""Uffe"" bij zich, die bij een auto-ongeluk een hersenbeschadiging opliep en eigenlijk alleen nog met haar contact maakte.",C0947951
5867,6343,exorcistische,['C4045985'],68,81,Priesters en monniken konden er bijvoorbeeld in verzeild raken door exorcistische studie.,C4045985
5868,6344,transseksuelen,['C0040630'],146,160,"Het boek is de gefictionaliseerde biografie van Lili Elbe, geboren als Einar Wegener (1882–1931), een Deense kunstschilderes en een van de eerste transseksuelen die een geslachtsaanpassende operatie ondergingen.",C0040630
5869,6345,verkoudheidsvirussen,['C0009443'],87,107,De bacterie heeft een grote variabiliteit en is daarom wel vergeleken met de griep- en verkoudheidsvirussen.,C0009443
5870,6346,ATP,['C0001480'],164,167,"In tegenstelling tot de complexen I, III en IV pompt complex II geen protonen naar de inter-membranaire ruimte (IMR) en draagt zo dus niet bij aan de productie van ATP.",C0001480
5871,6347,carbapenemen,['C0006968'],39,51,Ook de biosynthese van antibiotica als carbapenemen verloopt via deze verbinding.,C0006968
5872,6348,hartaanval,['C0027051'],7,17,"Na een hartaanval in het begin van de jaren zeventig, ging hij in Surfside wonen, waar hij het rustig aan deed.",C0027051
5873,6349,PCOS,"['C0032460', 'C1136382', 'C1299574']",37,41,"Romee vertelde dat zij jarenlang met PCOS worstelde, door haar mentale stress en hoge druk op zichzelf.",C0032460
5874,6350,neoplastisch,['C0375111'],196,208,"Met behulp van δ-ALA kan de activiteit van de bij de synthese van porfyrines betrokken enzymen worden aangetoond via de stapeling van fluorescerende porfyrines (protoporphyrin IX) in epitheel- en neoplastisch weefsels, zoals gliomen.",C0375111
5875,6351,gliomen,"['C0017638', 'C0555198']",225,232,"Met behulp van δ-ALA kan de activiteit van de bij de synthese van porfyrines betrokken enzymen worden aangetoond via de stapeling van fluorescerende porfyrines (protoporphyrin IX) in epitheel- en neoplastisch weefsels, zoals gliomen.",C0017638
5876,6352,epileptische aanvallen,"['C0014544', 'C0236018']",126,148,"Met de toenemende massaconsumptie van absint ontwikkelden steeds meer chronische en intensieve absintgebruikers symptomen als epileptische aanvallen, stoornissen van spraak en slaap, geestelijke uitputting en auditieve en visuele hallucinaties.",C0014544
5877,6353,COVID-19,"['C5203670', 'CL1381981']",101,109,"In 2022 startte Woods niet in de laatste etappe van de Ronde van Frankrijk, na een positieve test op COVID-19.",C5203670
5878,6354,aangezicht,['C0015450'],16,26,"Mond-, kaak- en aangezichtschirurgieMond-, kaak- en aangezichtschirurgie, meestal afgekort tot mka-chirurgie, is het medisch specialisme dat zich bezighoudt met het onderzoek en de chirurgische behandeling van aandoeningen van de mond, de kaak en het aangezicht.",C0015450
5879,6355,hartaanval,['C0027051'],83,93,"Dorn, die zichzelf ""The Masked Announcer"" noemde, overleed aan de gevolgen van een hartaanval.",C0027051
5880,6356,aminozuren,['C0002520'],37,47,Proteïnogeen aminozuurProteïnogene aminozuren zijn aminozuren die tijdens de translatie van de genetische code naar een polypeptide direct ingebouwd worden in de peptideketen. ,C0002520
5881,6357,blind,"['C0155020', 'C0271215', 'C0456909']",103,108,Ook toont hij Tim een visioen over hoe Kells in wederom een dronken bui Nell zodanig mishandeld dat ze blind wordt.,C0155020
5882,6358,DNA-onderzoek,['C0679560'],16,29,Door middel van DNA-onderzoek in Madrid is gebleken dat verdejo gerelateerd is aan een druivenvariëteit die in Valencia (Spanje) bekendstaat,C0679560
5883,6359,ADHD,"['C0041671', 'C1263846']",88,92,"Naast onderzoek over hart- en vaatziekten, wordt de SHR ook gebruikt als diermodel voor ADHD.",C0041671
5884,6360,T,['C1881373'],3,4,"De T is direct actief in het lichaam, de T is nauwelijks actief in het lichaam, wordt in het bloed grotendeels gebonden en wordt in het lichaam omgezet in T of rT. rT is geheel niet actief.",C1881373
5885,6361,houten,['C0043217'],17,23,De Céphée is een houten spits die werd gebouwd in 1937 in Meregem en is een van de laatst bewaarde walenschepen.,C0043217
5886,6362,voortplantingscellen,['C2718310'],65,85,Bij de vorming van de diploïde zygote versmelten 2 haploïde (1n) voortplantingscellen (gameten) (plasmogamie) en hun celkernen (karyogamie).,C2718310
5887,6363,syndroom van Gorlin-Goltz,['C0004779'],54,79,"Het teken van Gorlin moet niet verward worden met het syndroom van Gorlin-Goltz (basocellulairenaevussyndroom), dat wel naar dezelfde persoon vernoemd is.",C0004779
5888,6364,slaapproblemen,"['C0393770', 'C0917801', 'C3279991']",467,481,"""Homeopathische behandelingen die door de National Health Service worden betaald, zijn een verspilling van essentiële middelen die beter besteed kunnen worden aan behandelingen die evidence-based en effectief zijn"".In juni 2015 meldde de ""Daily Mirror"" dat projectdirector Michael Marshall een opmerkelijk product had onderzocht van Freemans, een apotheek die leverancier is van de NHS en onder andere ""homeopathische uil"" verkoopt, blijkbaar bedoeld voor mensen met slaapproblemen of die ""de karaktertrekken van [een uil] aannemen"".",C0393770
5889,6365,Q-koorts,['C0034362'],160,168,"Diergezondheidsmonitoring draagt ook bij aan het opsporen van zoönosen, infectieziekten die van dieren op mensen overgedragen kunnen worden, zoals tuberculose, Q-koorts of salmonellose.",C0034362
5890,6366,zwanger,['C0032961'],50,57,Tot haar verbazing vertelt een dokter haar dat ze zwanger werd binnengebracht.,C0032961
5891,6367,Lymeziekte,"['C0024198', 'C0752235']",80,90,"Tekenbeten kunnen bij de gastheer ziekten veroorzaken, waaronder bij de mens de Lymeziekte.",C0024198
5892,6368,gameten,['C2718310'],82,89,De kiembaan is bij meercellige organismen de groep cellen waaruit uiteindelijk de gameten worden gevormd.,C2718310
5893,6369,COPD,['C0024117'],136,140,"Dit gaat vaak samen met een langere periode van niet of onvoldoende eten, alcoholmisbruik, drugsgebruik, ketoacidose, anorexia nervosa, COPD en langdurig gebruik van plaspillen of maagzuurremmers.",C0024117
5894,6370,isopropylalcohol,['C0022237'],85,101,Hierbij wordt aan een waterige suspensie van tarwebloem een mengsel met melkzuur met isopropylalcohol toegevoegd.,C0022237
5895,6371,oppervlakkige schimmelinfecties,['C0026946'],101,132,"Het wordt gebruikt in antimycotica voor de behandeling van schimmelaandoeningen zoals candidiasis en oppervlakkige schimmelinfecties, en in cosmetische huidverzorgingsproducten en antiroos-shampoos. Hierbij gebruikt men vaak het zinkzout van undecyleenzuur.",C0026946
5896,6372,ventrikels van de hersenen,"['C0007799', 'C2333438']",72,98,Een ventrikeldrain is een drain of shunt (kunststof afvoerbuisje) in de ventrikels van de hersenen en wordt door een neurochirurg geplaatst in de steriele omgeving van een operatiezaal.,C0007799
5897,6373,CO,['C0007018'],129,131,Het is een beveiliging tegen koolmonoxidevergiftiging die zou kunnen ontstaan door het terugvloeien van rookgassen (met mogelijk CO) in de ruimte.,C0007018
5898,6374,hartaanval,['C0027051'],32,42,Ali Khan stierf in 1779 aan een hartaanval.,C0027051
5899,6375,COVID-19,"['C5203670', 'CL1381981']",126,134,"Dit geldt in nog grotere mate voor mensen die extreem lang op een ic-afdeling verblijven, zoals bij een ernstige infectie als COVID-19.",C5203670
5900,6376,pedofiele,['C0030764'],32,41,Zo moesten alle toespelingen op pedofiele gevoelens van Peter Grimes voor zijn scheepsjongen eruit.,C0030764
5901,6377,Barrett-slokdarm,['C0004763'],162,178,"Een ander effect van langdurige blootstelling op de slokdarm is dat het slijmvlies gaat veranderen (metaplasie) en meer gaat lijken op dat van de dunne-darm, een Barrett-slokdarm.",C0004763
5902,6378,Coeliakie,['C0007570'],107,116,Ook is ze betrokken bij het Europese PreventCD project dat als doelstelling heeft om het aantal mensen met Coeliakie (vorm van glutenintolerantie) in Europa aanzienlijk te verminderen door primaire preventiestrategieën voor Coeliakie te ontwikkelen.,C0007570
5903,6379,Coeliakie,['C0007570'],107,116,Ook is ze betrokken bij het Europese PreventCD project dat als doelstelling heeft om het aantal mensen met Coeliakie (vorm van glutenintolerantie) in Europa aanzienlijk te verminderen door primaire preventiestrategieën voor Coeliakie te ontwikkelen.,C0007570
